ID,英文名稱,中文名稱,圖片,備註,更新日期
2713618,subsidy deduction,扣减奖补助款,,nan,2016-10-04
2713619,subsidy for festival,庆典补助,,nan,2016-10-04
2713620,subsidy for school rehabilitation due to natural disaster,校园天然灾害受损复建补助,,nan,2016-10-04
2713621,substitute teacher,代课教师,,nan,2016-10-04
2713622,suggestibility,暗示感受性,,nan,2016-10-04
2713623,suggestion,暗示,,nan,2016-10-04
2713624,suggestive questioning,暗示诘问,,nan,2016-10-04
2713625,summer camp,夏令营,,nan,2016-10-04
2713626,summer literacy schools,暑期语文班 {英},,英国教育学,2016-10-04
2713627,summer school,暑期学校,,nan,2016-10-04
2713628,summer vacation,暑假,,nan,2016-10-04
2713629,Summerhill School,夏山学校 {英},,英国教育学,2016-10-04
2713630,Sunday School,周日学校,,nan,2016-10-04
2713631,Sunday Times,周日泰晤士报 {英},,英国教育学,2016-10-04
2713632,super teachers,优异级教师 {英},,英国教育学,2016-10-04
2713633,superintendent,教育局长 {美},,nan,2016-10-04
2713634,supervised study,辅导学习法,,nan,2016-10-04
2713635,supervising principal,有辅导职责之校长 {美},,nan,2016-10-04
2713636,supervision,视导,,nan,2016-10-04
2713637,supervision and assessment,督导考核,,nan,2016-10-04
2713638,supervisor,督导员；督学；指导教授 {英},,英国教育学,2016-10-04
2713639,supplementary book,补充读物,,nan,2016-10-04
2713640,supplementary course,补习课程；辅助课程,,nan,2016-10-04
2713641,supplementary education,补习教育,,nan,2016-10-04
2713642,supplementary reading,补充读物,,nan,2016-10-04
2713643,supply teacher,代课教师 {英},,英国教育学,2016-10-04
2713644,surveillant,督导员 {英},,英国教育学,2016-10-04
2713645,survey method,调查法,,nan,2016-10-04
2713646,suspension,停学,,nan,2016-10-04
2713647,suspension of schooling,休学,,nan,2016-10-04
2713648,symbolism,象征主义,,nan,2016-10-04
2713649,sympathy,同情,,nan,2016-10-04
2713650,synapse,神经键,,nan,2016-10-04
2713651,synthetic instruction,综合教学,,nan,2016-10-04
2713652,system of education,教育制度,,nan,2016-10-04
2713653,systematic pedagogy,系统教育学,,nan,2016-10-04
2713654,table of curriculum,课程表,,nan,2016-10-04
2713655,taking courses,修读,,nan,2016-10-04
2713656,taking summer courses,暑期修课,,nan,2016-10-04
2713657,task-force,工作小组；任务编组,,nan,2016-10-04
2713658,taste sensation,味觉,,nan,2016-10-04
2713659,teacher,教师,,nan,2016-10-04
2713660,teacher assessment,教师评量,,nan,2016-10-04
2713661,teacher certificate,教师证书,,nan,2016-10-04
2713662,teacher education,师资培育,,nan,2016-10-04
2713663,Teacher Education Law,师资培育法,,nan,2016-10-04
2713664,teacher education program,教育学程,,nan,2016-10-04
2713665,teacher evaluation committee,教师评审委员会,,nan,2016-10-04
2713666,teacher grievances,教师申诉,,nan,2016-10-04
2713667,teacher qualification resume,教师资格审查履历表,,nan,2016-10-04
2713668,teacher rating scale,教师评等制,,nan,2016-10-04
2713669,teacher tenure,教师常聘制,,nan,2016-10-04
2713670,teacher training,师资培育,,nan,2016-10-04
2713671,Teacher Training Agency {=TTA},师资培训局 {英},,英国教育学,2016-10-04
2713672,teacher transfer among schools,教师介聘,,nan,2016-10-04
2713673,teacher's agreement,教师聘约,,nan,2016-10-04
2713674,teacher's aide,教师助理 {英},,英国教育学,2016-10-04
2713675,teachers association,教师会,,nan,2016-10-04
2713676,teachers' association at the school level,学校教师会,,nan,2016-10-04
2713677,teacher's certificate,教师证照,,nan,2016-10-04
2713678,teachers college,师范学院 {美},,nan,2016-10-04
2713679,teacher's contract,教师聘约,,nan,2016-10-04
2713680,teachers' examination,教师考试,,nan,2016-10-04
2713681,teachers' guild,教师公会,,nan,2016-10-04
2713682,teachers' institute,教师研习所 {美},,nan,2016-10-04
2713683,teacher's license,教师证照,,nan,2016-10-04
2713684,teacher's load,教员工作负担,,nan,2016-10-04
2713685,teacher's manual,教师手册,,nan,2016-10-04
2713686,teachers organization,教师组织,,nan,2016-10-04
2713687,Teachers Pay and Conditions Act,教师薪资与工作条件法 {英},,英国教育学,2016-10-04
2713688,teachers union,教师工会,,nan,2016-10-04
2713689,Teaching and Higher Education Act,教学与高等教育法 {英},,英国教育学,2016-10-04
2713690,teaching assistant,助教；教学助理 {英},,英国教育学,2016-10-04
2713691,teaching continuity document,任教未中断证明,,nan,2016-10-04
2713692,teaching efficiency,教学效能,,nan,2016-10-04
2713693,teaching hours,授课时数,,nan,2016-10-04
2713694,teaching method,教学法,,nan,2016-10-04
2713695,teaching room,教室,,nan,2016-10-04
2713696,teaching unit,教学单元,,nan,2016-10-04
2713697,Team of Professionals Specializing in Education for the Disabled,身心障碍教育专业团队,,nan,2016-10-04
2713698,team teaching,协同教学,,nan,2016-10-04
2713699,technical and vocational education,技职教育,,nan,2016-10-04
2713700,technical and vocational education system,技职体系,,nan,2016-10-04
2713701,technical college,科技学院；技术学院,,nan,2016-10-04
2713702,technical education,工业教育；实业教育,,nan,2016-10-04
2713703,technical report,技术报告,,nan,2016-10-04
2713704,technical school,工业学校；实业学校；技术中学 {英},,英国教育学,2016-10-04
2713705,technician as assistant professor,助理教授级专业技术人员,,nan,2016-10-04
2713706,Technology Colleges Trust,技艺高中基金会 {英},,英国教育学,2016-10-04
2713707,technology research and development {= R&D},技术研发,,nan,2016-10-04
2713708,teenager's guidance program,青少年辅导计划,,nan,2016-10-04
2713709,teleology,目的论,,nan,2016-10-04
2713710,temperament,气质,,nan,2016-10-04
2713711,temporary leave without salary,留职停薪,,nan,2016-10-04
2713712,temporary termination of contract,停聘,,nan,2016-10-04
2713713,term,学期；学季 {英},,英国教育学,2016-10-04
2713714,term employment period,聘期,,nan,2016-10-04
2713715,term paper,学期论文,,nan,2016-10-04
2713716,test,测验,,nan,2016-10-04
2713717,test of educational diploma,学历甄试,,nan,2016-10-04
2713718,test of Mongolian and Tibetan language,蒙藏语甄试,,nan,2016-10-04
2713719,test score,测验分数,,nan,2016-10-04
2713720,textbook,教科书,,nan,2016-10-04
2713721,the disabled,身心障碍,,nan,2016-10-04
2713722,the gifted,资赋优异,,nan,2016-10-04
2713723,theological college,神学院,,nan,2016-10-04
2713724,theological education,神学教育,,nan,2016-10-04
2713725,theological seminary,神学院；神学校,,nan,2016-10-04
2713726,theoretical pedagogy,理论教育学,,nan,2016-10-04
2713727,thinking,思考,,nan,2016-10-04
2713728,three formal lesson-steps,三段教学法,,nan,2016-10-04
2713729,three formal steps,三段教学法,,nan,2016-10-04
2713730,three R's,读写算,,nan,2016-10-04
2713731,threshold of consciousness,意识阈限,,nan,2016-10-04
2713732,thrift education,俭约教育,,nan,2016-10-04
2713733,time of formal school system,正规学制时间,,nan,2016-10-04
2713734,time schedule,日课表,,nan,2016-10-04
2713735,Times Educational Supplement {=TES},泰晤士教育周报；泰晤士教育增刊 {英},,英国教育学,2016-10-04
2713736,Times Higher Education Supplement {=THES},泰晤士高教周报 {英},,英国教育学,2016-10-04
2713737,titular professor,名誉教授 {英},,英国教育学,2016-10-04
2713738,total ability,总能力,,nan,2016-10-04
2713739,total amount control,总量管制,,nan,2016-10-04
2713740,total amount of departments and graduate schools,系所总量,,nan,2016-10-04
2713741,total floor area,楼地板面积,,nan,2016-10-04
2713742,tour and part-time work program,渡假打工计划,,nan,2016-10-04
2713743,toy,玩具,,nan,2016-10-04
2713744,track and field athletics,田径比赛,,nan,2016-10-04
2713745,trade education,贸易教育,,nan,2016-10-04
2713746,trade school,贸易学校,,nan,2016-10-04
2713747,trainee teacher,实习教师 {英},,英国教育学,2016-10-04
2713748,training,训练,,nan,2016-10-04
2713749,training college,训练学院,,nan,2016-10-04
2713750,training for citizenship,公民训练,,nan,2016-10-04
2713751,training of teacher,师资培育,,nan,2016-10-04
2713752,transcript,成绩单,,nan,2016-10-04
2713753,transfer,转学；转系,,nan,2016-10-04
2713754,transfer of learning,学习迁移,,nan,2016-10-04
2713755,transfer of training,训练迁移,,nan,2016-10-04
2713756,transfer program,转系,,nan,2016-10-04
2713757,transition school,中途学校,,nan,2016-10-04
2713758,travel for study,修学旅行,,nan,2016-10-04
2713759,travel school,旅行学校,,nan,2016-10-04
2713760,traveling educational exhibition,巡回教育展览会,,nan,2016-10-04
2713761,traveling library,巡回图书馆,,nan,2016-10-04
2713762,traveling museum,巡回博物馆,,nan,2016-10-04
2713763,traveling teacher,巡回教师,,nan,2016-10-04
2713764,trial and error method,尝试错误法,,nan,2016-10-04
2713765,tribal college,民族学院,,nan,2016-10-04
2713766,tripos,毕业荣誉试 {英},,英国教育学,2016-10-04
2713767,trivium,三科；文法、逻辑、修辞,,nan,2016-10-04
2713768,troubled inner-city schools,都会中心区问题学校 {英},,英国教育学,2016-10-04
2713769,truancy,逃学,,nan,2016-10-04
2713770,truancy officer,劝学官员,,nan,2016-10-04
2713771,truant school,中辍生学校,,nan,2016-10-04
2713772,true-false method,是非法,,nan,2016-10-04
2713773,T-scale,T量表,,nan,2016-10-04
2713774,T-score,T分数,,nan,2016-10-04
2713775,tuck shops,福利社 {英},,英国教育学,2016-10-04
2713776,tuition,学费,,nan,2016-10-04
2713777,tuition and fees,学杂费,,nan,2016-10-04
2713778,tuition fee,学费,,nan,2016-10-04
2713779,tutor,指导教师,,nan,2016-10-04
2713780,tutor system,导师制,,nan,2016-10-04
2713781,tutorial college,课辅学院,,nan,2016-10-04
2713782,tutorial system,导师制,,nan,2016-10-04
2713783,twelve-year compulsory education,十二年国民义务教育,,nan,2016-10-04
2713784,Tzi-Huei class,慈辉班,,nan,2016-10-04
2713785,Tzi-Huei school,慈辉学校,,nan,2016-10-04
2713786,UK Net Year,大英网路年 {英},,英国教育学,2016-10-04
2713787,uncertificated teacher,未检定教师,,nan,2016-10-04
2713788,unconsciousness,潜意识；无意识,,nan,2016-10-04
2713789,uncontrolled association,自由联想,,nan,2016-10-04
2713790,undenominational school,非教派学校,,nan,2016-10-04
2713791,underage child,低龄儿童,,nan,2016-10-04
2713792,undergraduate,大学生,,nan,2016-10-04
2713793,undergraduate college,颁发学士学位的学院,,nan,2016-10-04
2713794,ungraded room,不分级教室,,nan,2016-10-04
2713795,ungraded school,不分级学校,,nan,2016-10-04
2713796,uniform,制服,,nan,2016-10-04
2713797,unit of work,工作单元,,nan,2016-10-04
2713798,unitary school system,单轨制,,nan,2016-10-04
2713799,"United Nations Educational, Scientific and Cultural Organisation {=UNESCO}",联合国教科文组织,,nan,2016-10-04
2713800,Universities and Colleges Admissions Service {=UCAS},大学院校入学申请委员会 {英},,英国教育学,2016-10-04
2713801,Universities Funding Council {=UFC},大学拨款委员会(英),,英国教育学,2016-10-04
2713802,university,大学,,nan,2016-10-04
2713803,university assembly,校务会议,,nan,2016-10-04
2713804,university autonomy,大学自治,,nan,2016-10-04
2713805,university city,大学城,,nan,2016-10-04
2713806,university college,大学学院 {英},,英国教育学,2016-10-04
2713807,university council,大学评议会,,nan,2016-10-04
2713808,University Council for the Education of Teachers,师资培育大学委员会 {英},,英国教育学,2016-10-04
2713809,university degree,大学学位,,nan,2016-10-04
2713810,university education,大学教育,,nan,2016-10-04
2713811,university elementary school,大学附设小学,,nan,2016-10-04
2713812,university evaluation,大学评鉴,,nan,2016-10-04
2713813,university extension,大学推广教育,,nan,2016-10-04
2713814,university extension course,大学推广课程,,nan,2016-10-04
2713815,University for Industry,大学产学合作班 {英},,英国教育学,2016-10-04
2713816,university graduate,大学毕业生,,nan,2016-10-04
2713817,University Grants Committee {=UGC},大学经费补助委员会 {英},,英国教育学,2016-10-04
2713818,university high school,大学附设中学,,nan,2016-10-04
2713819,University Law,大学法,,nan,2016-10-04
2713820,university of technology,技职校院；科技大学,,nan,2016-10-04
2713821,university press,大学出版社,,nan,2016-10-04
2713822,university prospectus,大学指南 {英},,英国教育学,2016-10-04
2713823,university summer school,大学暑期学校,,nan,2016-10-04
2713824,university training department,大学训练部门 {英},,英国教育学,2016-10-04
2713825,unmarried pregnancy,未婚怀孕,,nan,2016-10-04
2713826,upper secondary education,后期中等教育,,nan,2016-10-04
2713827,vacation,假期,,nan,2016-10-04
2713828,vacation school,假期学校,,nan,2016-10-04
2713829,validity,效度,,nan,2016-10-04
2713830,variability scale,变异量表,,nan,2016-10-04
2713831,variation,离势,,nan,2016-10-04
2713832,variational psychology,差异心理学,,nan,2016-10-04
2713833,verbal instruction,口授,,nan,2016-10-04
2713834,verbalism,文字主义；字句主义,,nan,2016-10-04
2713835,verification procedure,查证程序,,nan,2016-10-04
2713836,verifying procedure,验证程序,,nan,2016-10-04
2713837,veterinary college,兽医学院,,nan,2016-10-04
2713838,vice chancellor,大学副校长,,nan,2016-10-04
2713839,vice president,大学副校长,,nan,2016-10-04
2713840,video-conferencing,网路视讯会议,,nan,2016-10-04
2713841,virtual Education Action Zone,虚拟教育行动区 {英},,英国教育学,2016-10-04
2713842,virtual teachers' centre,虚拟教师中心 {英},,英国教育学,2016-10-04
2713843,visiting,访视,,nan,2016-10-04
2713844,visiting scholar exchange program,访问学者交换计划,,nan,2016-10-04
2713845,visiting teacher,访问教师,,nan,2016-10-04
2713846,visual impairment,视觉障碍,,nan,2016-10-04
2713847,visual sensation,视觉,,nan,2016-10-04
2713848,viva,研究生学位考试 {英},,英国教育学,2016-10-04
2713849,vocational and technological college and university,技专校院,,nan,2016-10-04
2713850,vocational certificate,职业证照,,nan,2016-10-04
2713851,vocational choice,职业选择,,nan,2016-10-04
2713852,vocational counselor,职业辅导员,,nan,2016-10-04
2713853,vocational course,职业科,,nan,2016-10-04
2713854,vocational culture,职业陶冶,,nan,2016-10-04
2713855,vocational curriculum,职业课程,,nan,2016-10-04
2713856,vocational education,职业教育,,nan,2016-10-04
2713857,vocational guidance,职业指导,,nan,2016-10-04
2713858,vocational high school,高级职业学校；高职,,nan,2016-10-04
2713859,vocational license,职业证照,,nan,2016-10-04
2713860,vocational school,职业学校,,nan,2016-10-04
2713861,vocational subject,职业科目,,nan,2016-10-04
2713862,vocational test,职业测验,,nan,2016-10-04
2713863,voluntarism,[唯]意志论,,nan,2016-10-04
2713864,voluntaristic education,主意教育,,nan,2016-10-04
2713865,voluntary aided school {=VA},自愿受补助学校 {英},,英国教育学,2016-10-04
2713866,voluntary attention,有意注意,,nan,2016-10-04
2713867,voluntary controlled school {=VC},自愿受控管学校 {英},,英国教育学,2016-10-04
2713868,voluntary guidance program,认辅制度,,nan,2016-10-04
2713869,voluntary school,自愿学校 {英},,英国教育学,2016-10-04
2713870,voluntary withdrawal from school,自愿性退学,,nan,2016-10-04
2713871,war education,战事教育,,nan,2016-10-04
2713872,wartime education,战时教育,,nan,2016-10-04
2713873,web-based learning,网路学习,,nan,2016-10-04
2713874,weight test,举重测验,,nan,2016-10-04
2713875,welfare assistant,福利助理,,nan,2016-10-04
2713876,welfare-to-work program,以工代赈计划 {英},,英国教育学,2016-10-04
2713877,White Paper,白皮书,,nan,2016-10-04
2713878,White Paper of Creative Education,创造力教育白皮书,,nan,2016-10-04
2713879,White Paper on Educational Disaster Prevention of Education,防灾教育白皮书,,nan,2016-10-04
2713880,White Paper on Educational Policy,教育政策白皮书,,nan,2016-10-04
2713881,whole learning method,整体学习法,,nan,2016-10-04
2713882,will,意志,,nan,2016-10-04
2713883,Winnetka Plan,文纳特卡计划,,nan,2016-10-04
2713884,Winnetka system,文纳特卡制,,nan,2016-10-04
2713885,winter school,冬季学校,,nan,2016-10-04
2713886,winter vacation,寒假,,nan,2016-10-04
2713887,withdrawal from school,退学,,nan,2016-10-04
2713888,women education,妇女教育,,nan,2016-10-04
2713889,women's college,女子学院,,nan,2016-10-04
2713890,women's school,妇女学校,,nan,2016-10-04
2713891,woods school,林间学校,,nan,2016-10-04
2713892,work certificate,就业证照,,nan,2016-10-04
2713893,work curve,工作曲线,,nan,2016-10-04
2713894,work effectiveness,执行成效,,nan,2016-10-04
2713895,work efficiency,工作效率,,nan,2016-10-04
2713896,work limit,工作限制,,nan,2016-10-04
2713897,work pedagogics,工作教育学,,nan,2016-10-04
2713898,work permit of overseas Chinese students,侨生校外工作证,,nan,2016-10-04
2713899,work unit,工作单元,,nan,2016-10-04
2713900,workers' education,工人教育,,nan,2016-10-04
2713901,workers' university,劳工大学,,nan,2016-10-04
2713902,workroom,工作室,,nan,2016-10-04
2713903,works school,工场学校,,nan,2016-10-04
2713904,workshop,工作坊；研习会,,nan,2016-10-04
2713905,workstation of social education,社教工作站,,nan,2016-10-04
2713906,writing school,写作学校,,nan,2016-10-04
2713907,yes-no method,是非法,,nan,2016-10-04
2713908,youth movement,青年运动,,nan,2016-10-04
2713909,Youth Net,青春网 {英},,英国教育学,2016-10-04
2713910,Youth Training Scheme {=YTS},青年培训方案 {英},,英国教育学,2016-10-04
7195047,self-study,自习,,nan,2020-03-23
