ID,英文詞彙,中文詞彙,更新日期
21333228,jumping smash,跳跃杀球,
21333229,jumping tricks,跳跃类,
21333230,jumping-off,复赛,
21333231,jumps,跳跃,
21333232,junior athletes＆ U23 category,青少年组与青年组,
21333233,junior skaters,青年组,
21333234,jury boat,仲裁船,
21333235,jury of appeal,仲裁委员会,
21333236,jury president,审判委员召集人,
21333237,jury table,裁判席,
21333238,kabaddi,卡巴廸,
21333239,Kalokagathia,完人概念,
21333240,kami-shiho-gatame,上四方压制,
21333241,Kano baseball team,嘉农棒球队,
21333242,kansetsu waza,关节法,
21333243,karabiner,钩环,
21333244,kata,格式,
21333245,kata guruma,肩车,
21333246,kata juji jime,片十字绞,
21333247,kata-gatame,肩压制,
21333248,kataha-jime,半羽勒,
21333249,katame-waza,地面制敌法；寝技,
21333250,kayak,爱斯基摩式轻艇,
21333251,kayak paddle,爱斯基摩式划桨,
21333252,kayak single,单人爱斯基摩艇；单人划艇,
21333253,keel boat,重型帆船,
21333254,keelboat,龙骨帆船,
21333255,Kehr swing elements,仰撑转向系列动作,
21333256,kehr swings elements,俯撑转向系列动作,
21333257,keirin,竞轮赛,
21333258,kesa-gatame,袈裟压制,
21333259,Key performance indicator in sport and exercise {= sport skill tests},运动绩效评估,
21333260,kick,后脚蹬雪推进；板头翘起的部分{滑板},
21333261,kick off,开球,
21333262,kick point,折点,
21333263,kick scooters,滑板车,
21333264,kick seve,守门员踢球（曲棍球）,
21333265,kickflip,脚尖翻,
21333266,kicking,踢,
21333267,kicking the puck,踢球（曲棍球）,
21333268,kickoff dots,开球点;中间蓝点,
21333269,kicks from the penalty mark  ,在罚球点踢球,
21333270,kicktail,翘尾(滑板),
21333271,kids of steel,小铁人,
21333272,kiken-gachi,弃权胜（柔道）,
21333273,kinematics,运动学,
21333274,kinesiology,人体运动学,
21333275,kinesthetic empathy,动觉同理,
21333276,kinetic energy,动能,
21333277,kinetics,动力学,
21333278,kisser button,吻钮（射箭）,
21333279,knee lift,抬膝,
21333280,knee-rest,跪垫,
21333281,knee-tuck type ,蹲踞式跳远,
21333282,kneebar,膝盖撑,
21333283,knock down,击倒,
21333284,"knock out, knock down",击倒,
21333285,knock-on,拍前,
21333286,knots,绳结（帆船）,
21333287,knowledge and power,知识与权力,
21333288,knuckle defense,指关节防守击球,
21333289,ko soto gari,小外割,
21333290,KO Systems,分组淘汰制,
21333291,ko uchi gari,小内割,
21333292,Ko-soto-gari,小外割,
21333293,Ko-uchi-gari,小内割,
21333294,koshi-guruma,腰车,
21333295,koshi-jime,腰勒,
21333296,koshi-waza,腰技,
21333297,Koshien Baseball Games,甲子园棒球赛,
21333298,kuzure kami shiho gatame,崩上四方压制,
21333299,kuzure kesa gatame,崩架裟压制,
21333300,LA system,乳酸系统,
21333301,Laban Movement Theory,拉邦动作理论,
21333302,labor class,劳工阶级,
21333303,lactic acid,乳酸,
21333304,Ladies Professional Golf Assocotion{=LPGA},女子职业高尔夫协会,
21333305,landing ,落垫(跳高)；落地(跳远),
21333306,landing area,落地区 (跳部),
21333307,landing mat,落地垫,
21333308,landing sector,落地区 (掷部)；合格区(田径),
21333309,lane,道次；泳道；球道（保龄球）,
21333310,lane condition,球道条件,
21333311,lane infringement,踩线失格,
21333312,lane markings,泳道标示线,
21333313,lane rope,水道标志绳,
21333314,lap ,圈 ,
21333315,lap cards,趟数牌,
21333316,lap counter,计圈牌,
21333317,lap scorer,计圈员,
21333318,lap time,每圈时间,
21333319,Las Vegas,拉斯维加斯打法（高尔夫）,
21333320,Laser radial,雷射辐射型,
21333321,Laser standard,雷射标准型,
21333322,last trial,最后一掷；最后一次试掷或试跳,
21333323,latissimus dorsi,背阔肌,
21333324,launch,下水,
21333325,Lausanne Agreement,洛桑协议,
21333326,lay up,上篮,
21333327,lay-line,方位线,
21333328,layout dive roll,鱼跃前滚翻,
21333329,lead climbing,先锋攀登,
21333330,lead punch,引导拳,
21333331,lead vehicle,前导车,
21333332,leader‘s jerseys,领骑衫,
21333333,leading group,领先集团,
21333334,leading leg,前导腿,
21333335,leading pass,领先传球,
21333336,leading rider,领先选手,
21333337,leap down,向下跳跃,
21333338,leap up,向上跳跃,
21333339,leaps,跳跃,
21333340,leech,帆后缘,
21333341,leeward,下风,
21333342,left fielder ,左外野手,
21333343,left foze,左前脚,
21333344,left hind,左后脚,
21333345,left lead,左脚领先,
21333346,left on base,残垒,
21333347,left rotary serve,左旋式发球,
21333348,left-side spin,左侧旋球,
21333349,leg up,帮助上马,
21333350,legitimate knock down pins,合法击倒球瓶,
21333351,legitimate on crossing baulk line,成功跨越攻击线（卡巴迪）,
21333352,leisure class,有闲阶级,
21333353,leisure programming,休闲规划,
21333354,leisure services,休闲服务,
21333355,leisure studies,休闲研究,
21333356,lesson plan,教学计划,
21333357,let,发球触网,
21333358,level,水平,
21333359,lever support,屈肘水平支撑,
21333360,levocarnitine,左旋肉碱,
21333361,liberalism,自由主义,
21333362,licensed merchandise,授权商品,
21333363,lifelong sports,终身运动,
21333364,lifts,举法,
21333365,light in hand,轻易驾驭,
21333366,light-intensity activities,低强度活动,
21333367,lightweights,轻量级,
21333368,limited time,限时,
21333369,line,进攻线 ,
21333370,line attack,直线球攻击,
21333371,line of putt,推杆线,
21333372,line of target,标靶线,
21333373,line of the court,球场界线,
21333374,line-jury,线审裁判,
21333375,line-up sheet,出赛名单,
21333376,linesman,司线员（排球）；线审,
21333377,linesmen,边线裁判 ,
21333378,lip tricks,唇技巧,
21333379,Little League Baseball,世界少棒联盟,
21333380,little league elbow,棒球肘,
21333381,little league shoulder,少棒肩,
21333382,load,装子弹,
21333383,loaders,加重员,
21333384,loading chart ,加重表,
21333385,lob,高吊球（网球）,
21333386,lobby,扩大区,
21333387,lock-off,一只固定住,
21333388,locomotion,位移,
21333389,loft,杆面斜角,
21333390,long bows,长弓,
21333391,long corner,长角球,
21333392,long course,长水道,
21333393,long cut,劈长,
21333394,long distance,长距离,
21333395,long distance runner,长跑运动员,
21333396,long distance running,长跑,
21333397,long hole　,长洞,
21333398,long iron,2～4号铁杆,
21333399,long jump,跳远,
21333400,long oared boat,长桨船,
21333401,long pass,长传战术,
21333402,long pimp rubber,长颗粒胶皮,
21333403,long program,长节目,
21333404,long slow distance,长距离慢跑,
21333405,long-distance races,长距离赛跑,
21333406,longboard,长板,
21333407,longitudinal study,纵贯式研究,
21333408,loop,弧圈球,
21333409,loop course,环形赛道,
21333410,loop drive,前冲弧圈球,
21333411,loosing the cant,中断口号（卡巴迪）,
21333412,lop shot underhand clear,挑球（羽球）,
21333413,lope,自由慢跑,
21333414,losing laps,被追及,
21333415,losing points rate,失分率,
21333416,losing streak,连败,
21333417,lost ball,遗失球,
21333418,lot numbers,抽签号码,
21333419,low volley,低球截击,
21333420,lower mast,桅杆下截,
21333421,lucky seven,幸运奖,
21333422,luff,帆前缘,
21333423,lunge,弓箭步,
21333424,lunging,调马索,
21333425,lusory attitude,游戏态度,
21333426,ma-sutemi,正舍身技,
21333427,machine rowing,机械式划船,
21333428,madison,麦迪逊赛；美式接力赛,
21333429,magnesium carbonate,滑石粉,
21333430,main referee,主裁判,
21333431,main stand,主道,
21333432,maintain momentum,保持动力,
21333433,major penalties,严重犯规,
21333434,major penalty,大罚,
21333435,make the wall,人墙；排列人墙,
21333436,make up shooting,补射,
21333437,making of the field,足球场界线,
21333438,man to man defense,人盯人防守,
21333439,man-to-man defense,人盯人防守,
21333440,manger,饲槽,
21333441,manner of presentation,呈现方式,
21333442,manufacturer's identifications,制造商识别,
21333443,marathon,马拉松,
21333444,marathon race,马拉松赛跑,
21333445,Marathon Swim World Series,马拉松游泳世界系列赛,
21333446,marathon swimming,马拉松游泳,
21333447,march attack,向前一步刺,
21333448,marginal theory,边际理论,
21333449,mark boat,标志船,
21333450,marking,盯人,
21333451,marking of the field,足球场界线,
21333452,marksman ,检录员,
21333453,Marquess of Queensberry Rules,昆斯贝利规则,
21333454,marshal,场地纠察,
21333455,Marshall,摩托车引导员,
21333456,marshals,监卡员,
21333457,Marxism,马克思主义,
21333458,mask,面罩,
21333459,mast,桅杆（帆船）,
21333460,master,盟主,
21333461,masters general rules{=MGR},成人通则,
21333462,masters swimming rules,成人游泳规则,
21333463,Masters Tournament,美国名人赛,
21333464,match nul,平局,
21333465,match play,比洞赛（高尔夫）,
21333466,match shots,正射弹,
21333467,match-play,比洞赛,
21333468,match-up zone defense,半盯人式区域防守,
21333469,materialism,唯物主义,
21333470,matte,暂停,
21333471,Matveyev's model of periodization,马特维也夫的周期模式,
21333472,maximal oxygen uptake {= VO2max},最大耗氧量,
21333473,maximum muscular power,最大肌爆发力,
21333474,measurement,器材丈量,
21333475,measurement boat,丈量船,
21333476,measurements,丈量,
21333477,measuring jig,验车架,
21333478,measuring line,测量线,
21333479,measuring rod,测量竿,
21333480,measuring tape ,量尺 ,
21333481,mechanical aid,机械辅助物,
21333482,mechanical efficiency of human body,人体机械效率,
21333483,mechanical power,机械动力,
21333484,mechanical property,机械性能,
21333485,medal match,奖牌比赛,
21333486,media boat,媒体船,
21333487,medical injury time-out,伤停,
21333488,medium ,中级,
21333489,medium gate,中度步伐,
21333490,medium iron,中铁杆,
21333491,medley relay,混合式接力,
21333492,medley swimming,混合式,
21333493,meeting manager,会场管理,
21333494,men's artistic gymnastics,男子竞技体操,
21333495,Men's doubles,男子双打,
21333496,men's junior pentathlon,青年男子五项运动,
21333497,men's senior decathlon,成年男子十项运动,
21333498,Men's singles,男子单打,
21333499,mental health model,心理健康模式,
21333500,metabolic equivalent {= MET},代谢当量,
21333501,metabolism,代谢,
21333502,metal planche,金属道,
21333503,metallic piste,金属场地,
21333504,metallic plastron,金属衣,
21333505,metallic vest,金属衣,
21333506,methods of compensation,弥补措施,
21333507,mezzocerchio,半圆,
21333508,mid court,中场区域,
21333509,mid-distance races,中距离赛跑,
21333510,middle,中盘,
21333511,middle class,中产阶级,
21333512,middle iron,5～7号铁杆,
21333513,mill,风车,
21333514,Min Sheng Daily,民生报,
21333515,minor penalties,一般犯规,
21333516,minor penalty,小罚,
21333517,mirror synchronization,镜像同步,
21333518,mirroring,镜映（舞蹈）,
21333519,misconduct ,违反纪律;不当行为 ,
21333520,misconduct penalties,违例犯规,
21333521,mishaps,事故(自由车),
21333522,missed intervals,漏桩,
21333523,mistake penalties,失误判罚,
21333524,mistral one-design,标准型帆船,
21333525,mix team,男女混合对抗赛(射箭),
21333526,mixed competition,男女混合比赛,
21333527,mixed doubles,混合双打 (桌球；羽球；网球),
21333528,mixed duet,混合双人,
21333529,mixed relays,男女组合接力,
21333530,mixed sailing,混合航行,
21333531,mixed synchronised diving,男女混合双人跳水,
21333532,moderate physical activity,中等费力身体活动,
21333533,Modern Ballet,现代芭蕾,
21333534,Modern Dance,现代舞,
21333535,modern pentathlon,现代五项,
21333536,modern sport,现代运动,
21333537,molesting officials,侵犯裁判(冰上曲棍球),
21333538,moment of a force,力矩,
21333539,momentum,动量,
21333540,Mongolian Dance,蒙族舞蹈,
21333541,monkey drill,马上技巧,
21333542,monohull,单体船,
21333543,morote seoi nage,双臂过肩摔,
21333544,Mosston's Teaching Spectrums,摩斯登教学光谱,
21333545,motif writing,主题撰写,
21333546,motion analysis,动作分析（运动生物力学）,
21333547,motionless position,静止姿势,
21333548,motor ability tests,运动能力测验,
21333549,motor-pacing,摩托排位赛,
21333550,mountain and trail races,山地与越野赛,
21333551,"mountain biking,MTB",山地自行车,
21333552,mountain primes,登山点,
21333553,mountaineering,登山活动,
21333554,mounted gymnastics,马上技术,
21333555,mounts,上法,
21333556,mouth guard  ,护唇,
21333557,moved cones,踢桩,
21333558,movement,动作,
21333559,movement analysis,动作分析,
